Austria, Live births by birth cohort, age and birth order (horizontal parallelograms, age in completed years (ACY))
Last modified: 05/08/2021
Cohort  Age        Total          B1          B2          B3          B4         B5p
1946     40       332.00       41.00       71.00       56.00       72.00       92.00
1946     41       232.00       22.00       41.00       53.00       52.00       64.00
1946     42       141.00       13.00       26.00       26.00       32.00       44.00
1946     43        92.00       11.00       18.00       20.00       29.00       14.00
1946     44        41.00        1.00        8.00        7.00        8.00       17.00
1946     45        20.00        2.00        6.00        5.00        3.00        4.00
1946     46        10.00        1.00        0.00        5.00        0.00        4.00
1946     47         4.00        2.00        0.00        1.00        1.00        0.00
1946     48         3.00        0.00        0.00        1.00        0.00        2.00
1946     49         0.00        0.00        0.00        0.00        0.00        0.00
1946     50         0.00        0.00        0.00        0.00        0.00        0.00
1946     51         0.00        0.00        0.00        0.00        0.00        0.00
1946     52         0.00        0.00        0.00        0.00        0.00        0.00
1946     53         0.00        0.00        0.00        0.00        0.00        0.00
1946     54         0.00        0.00        0.00        0.00        0.00        0.00
1946     55+        3.00        2.00        1.00        0.00        0.00        0.00
1947     12-           .           .           .           .           .           .
1947     13            .           .           .           .           .           .
1947     14            .           .           .           .           .           .
1947     15            .           .           .           .           .           .
1947     16            .           .           .           .           .           .
1947     17            .           .           .           .           .           .
1947     18            .           .           .           .           .           .
1947     19            .           .           .           .           .           .
1947     20            .           .           .           .           .           .
1947     21            .           .           .           .           .           .
1947     22            .           .           .           .           .           .
1947     23            .           .           .           .           .           .
1947     24            .           .           .           .           .           .
1947     25            .           .           .           .           .           .
1947     26            .           .           .           .           .           .
1947     27            .           .           .           .           .           .
1947     28            .           .           .           .           .           .
1947     29            .           .           .           .           .           .
1947     30            .           .           .           .           .           .
1947     31            .           .           .           .           .           .
1947     32            .           .           .           .           .           .
1947     33            .           .           .           .           .           .
1947     34            .           .           .           .           .           .
1947     35            .           .           .           .           .           .
1947     36            .           .           .           .           .           .
1947     37      1004.00      141.00      221.00      283.00      180.00      179.00
1947     38       684.00       76.00      153.00      185.00      140.00      130.00
1947     39       515.00       72.00       95.00      144.00       93.00      111.00
1947     40       399.00       55.00       65.00      118.00       79.00       82.00
1947     41       228.00       23.00       49.00       52.00       46.00       58.00
1947     42       164.00       21.00       29.00       39.00       32.00       43.00
1947     43        82.00        3.00       19.00       17.00       11.00       32.00
1947     44        65.00       12.00        9.00       11.00       15.00       18.00
1947     45        27.00        3.00        3.00        6.00        8.00        7.00
1947     46         9.00        0.00        1.00        5.00        1.00        2.00
1947     47         5.00        0.00        0.00        2.00        3.00        0.00
1947     48         2.00        0.00        1.00        0.00        0.00        1.00
1947     49         0.00        0.00        0.00        0.00        0.00        0.00
1947     50         0.00        0.00        0.00        0.00        0.00        0.00
1947     51         0.00        0.00        0.00        0.00        0.00        0.00
1947     52         0.00        0.00        0.00        0.00        0.00        0.00
1947     53         0.00        0.00        0.00        0.00        0.00        0.00
1947     54         0.00        0.00        0.00        0.00        0.00        0.00
1947     55+        0.00        0.00        0.00        0.00        0.00        0.00
1948     12-           .           .           .           .           .           .
1948     13            .           .           .           .           .           .
1948     14            .           .           .           .           .           .
1948     15            .           .           .           .           .           .
1948     16            .           .           .           .           .           .
1948     17            .           .           .           .           .           .
1948     18            .           .           .           .           .           .
1948     19            .           .           .           .           .           .
1948     20            .           .           .           .           .           .
1948     21            .           .           .           .           .           .
1948     22            .           .           .           .           .           .
1948     23            .           .           .           .           .           .
1948     24            .           .           .           .           .           .
1948     25            .           .           .           .           .           .
1948     26            .           .           .           .           .           .
1948     27            .           .           .           .           .           .
1948     28            .           .           .           .           .           .
1948     29            .           .           .           .           .           .
1948     30            .           .           .           .           .           .
1948     31            .           .           .           .           .           .
1948     32            .           .           .           .           .           .
1948     33            .           .           .           .           .           .
1948     34            .           .           .           .           .           .
1948     35            .           .           .           .           .           .
1948     36      1163.00      162.00      274.00      342.00      200.00      185.00
1948     37       907.00      128.00      215.00      250.00      161.00      153.00
1948     38       727.00      100.00      157.00      192.00      139.00      139.00
1948     39       561.00       63.00      134.00      139.00      107.00      118.00
1948     40       348.00       44.00       65.00       97.00       54.00       88.00
1948     41       273.00       35.00       55.00       72.00       51.00       60.00
1948     42       156.00       17.00       28.00       41.00       33.00       37.00
1948     43       108.00        8.00       21.00       23.00       14.00       42.00
1948     44        38.00        3.00        5.00        8.00       10.00       12.00
1948     45        28.00        3.00        3.00        5.00        8.00        9.00
1948     46        10.00        1.00        0.00        1.00        3.00        5.00
1948     47         7.00        0.00        1.00        0.00        3.00        3.00
1948     48         4.00        0.00        0.00        1.00        0.00        3.00
1948     49         0.00        0.00        0.00        0.00        0.00        0.00
1948     50         1.00        0.00        0.00        0.00        1.00        0.00
1948     51         0.00        0.00        0.00        0.00        0.00        0.00
1948     52         0.00        0.00        0.00        0.00        0.00        0.00
1948     53         0.00        0.00        0.00        0.00        0.00        0.00
1948     54         0.00        0.00        0.00        0.00        0.00        0.00
1948     55+        2.00        0.00        1.00        1.00        0.00        0.00
1949     12-           .           .           .           .           .           .
1949     13            .           .           .           .           .           .
1949     14            .           .           .           .           .           .
1949     15            .           .           .           .           .           .
1949     16            .           .           .           .           .           .
1949     17            .           .           .           .           .           .
1949     18            .           .           .           .           .           .
1949     19            .           .           .           .           .           .
1949     20            .           .           .           .           .           .
1949     21            .           .           .           .           .           .
1949     22            .           .           .           .           .           .
1949     23            .           .           .           .           .           .
1949     24            .           .           .           .           .           .
1949     25            .           .           .           .           .           .
1949     26            .           .           .           .           .           .
1949     27            .           .           .           .           .           .
1949     28            .           .           .           .           .           .
1949     29            .           .           .           .           .           .
1949     30            .           .           .           .           .           .
1949     31            .           .           .           .           .           .
1949     32            .           .           .           .           .           .
1949     33            .           .           .           .           .           .
1949     34            .           .           .           .           .           .
1949     35      1445.00      221.00      386.00      380.00      254.00      204.00
1949     36      1179.00      166.00      292.00      354.00      192.00      175.00
1949     37       863.00      122.00      203.00      249.00      148.00      141.00
1949     38       660.00       90.00      139.00      199.00      126.00      106.00
1949     39       496.00       77.00      109.00      127.00       88.00       95.00
1949     40       384.00       54.00       72.00      107.00       76.00       75.00
1949     41       270.00       37.00       54.00       64.00       56.00       59.00
1949     42       162.00       22.00       26.00       40.00       34.00       40.00
1949     43       100.00        9.00       17.00       22.00       19.00       33.00
1949     44        59.00        6.00       10.00       12.00       15.00       16.00
1949     45        32.00        0.00        6.00        7.00        7.00       12.00
1949     46        12.00        1.00        1.00        2.00        5.00        3.00
1949     47         3.00        0.00        0.00        0.00        3.00        0.00
1949     48         0.00        0.00        0.00        0.00        0.00        0.00
1949     49         2.00        0.00        1.00        0.00        1.00        0.00
1949     50         1.00        0.00        0.00        0.00        0.00        1.00
1949     51         2.00        0.00        0.00        0.00        0.00        2.00
1949     52         1.00        0.00        0.00        0.00        0.00        1.00
1949     53         0.00        0.00        0.00        0.00        0.00        0.00
1949     54         1.00        0.00        0.00        1.00        0.00        0.00
1949     55+        0.00        0.00        0.00        0.00        0.00        0.00
1950     12-           .           .           .           .           .           .
1950     13            .           .           .           .           .           .
1950     14            .           .           .           .           .           .
1950     15            .           .           .           .           .           .
1950     16            .           .           .           .           .           .
1950     17            .           .           .           .           .           .
1950     18            .           .           .           .           .           .
1950     19            .           .           .           .           .           .
1950     20            .           .           .           .           .           .
1950     21            .           .           .           .           .           .
1950     22            .           .           .           .           .           .
1950     23            .           .           .           .           .           .
1950     24            .           .           .           .           .           .
1950     25            .           .           .           .           .           .
1950     26            .           .           .           .           .           .
1950     27            .           .           .           .           .           .
1950     28            .           .           .           .           .           .
1950     29            .           .           .           .           .           .
1950     30            .           .           .           .           .           .
1950     31            .           .           .           .           .           .
1950     32            .           .           .           .           .           .
1950     33            .           .           .           .           .           .
1950     34      1724.00      302.00      492.00      449.00      281.00      200.00
1950     35      1383.00      257.00      384.00      380.00      213.00      149.00
1950     36      1135.00      180.00      281.00      311.00      212.00      151.00
1950     37       921.00      135.00      223.00      277.00      143.00      143.00
1950     38       725.00       97.00      169.00      185.00      130.00      144.00
1950     39       528.00       82.00      109.00      136.00      103.00       98.00
1950     40       383.00       53.00       76.00       94.00       75.00       85.00
1950     41       273.00       37.00       62.00       64.00       57.00       53.00
1950     42       160.00       24.00       26.00       35.00       30.00       45.00
1950     43        97.00       15.00       19.00       18.00       17.00       28.00
1950     44        51.00        8.00        6.00       16.00        5.00       16.00
1950     45        31.00        5.00        4.00        6.00        7.00        9.00
1950     46        11.00        0.00        3.00        2.00        4.00        2.00
1950     47         4.00        0.00        1.00        1.00        2.00        0.00
1950     48         4.00        0.00        0.00        2.00        0.00        2.00
1950     49         0.00        0.00        0.00        0.00        0.00        0.00
1950     50         2.00        1.00        1.00        0.00        0.00        0.00
1950     51         0.00        0.00        0.00        0.00        0.00        0.00
1950     52         0.00        0.00        0.00        0.00        0.00        0.00
1950     53         0.00        0.00        0.00        0.00        0.00        0.00
1950     54         1.00        0.00        0.00        0.00        1.00        0.00
1950     55+        3.00        1.00        1.00        1.00        0.00        0.00
1951     12-           .           .           .           .           .           .
1951     13            .           .           .           .           .           .
1951     14            .           .           .           .           .           .
1951     15            .           .           .           .           .           .
1951     16            .           .           .           .           .           .
1951     17            .           .           .           .           .           .
1951     18            .           .           .           .           .           .
1951     19            .           .           .           .           .           .
1951     20            .           .           .           .           .           .
1951     21            .           .           .           .           .           .
1951     22            .           .           .           .           .           .
1951     23            .           .           .           .           .           .
1951     24            .           .           .           .           .           .
1951     25            .           .           .           .           .           .
1951     26            .           .           .           .           .           .
1951     27            .           .           .           .           .           .
1951     28            .           .           .           .           .           .
1951     29            .           .           .           .           .           .
1951     30            .           .           .           .           .           .
1951     31            .           .           .           .           .           .
1951     32            .           .           .           .           .           .
1951     33      1982.00      373.00      616.00      550.00      288.00      155.00
1951     34      1711.00      299.00      522.00      492.00      252.00      146.00
1951     35      1362.00      248.00      381.00      371.00      219.00      143.00
1951     36      1139.00      199.00      302.00      340.00      163.00      135.00
1951     37       864.00      131.00      231.00      242.00      141.00      119.00
1951     38       687.00      101.00      166.00      208.00      113.00       99.00
1951     39       526.00       70.00      115.00      165.00      100.00       76.00
1951     40       344.00       45.00       78.00       94.00       64.00       63.00
1951     41       246.00       31.00       54.00       60.00       55.00       46.00
1951     42       157.00       27.00       23.00       44.00       28.00       35.00
1951     43        96.00       13.00       19.00       27.00       21.00       16.00
1951     44        57.00        7.00       11.00       14.00       12.00       13.00
1951     45        29.00        2.00        2.00        8.00        8.00        9.00
1951     46        12.00        2.00        1.00        2.00        1.00        6.00
1951     47         4.00        1.00        0.00        1.00        0.00        2.00
1951     48         0.00        0.00        0.00        0.00        0.00        0.00
1951     49         1.00        0.00        0.00        0.00        0.00        1.00
1951     50         0.00        0.00        0.00        0.00        0.00        0.00
1951     51         0.00        0.00        0.00        0.00        0.00        0.00
1951     52         0.00        0.00        0.00        0.00        0.00        0.00
1951     53         0.00        0.00        0.00        0.00        0.00        0.00
1951     54         1.00        0.00        0.00        0.00        0.00        1.00
1951     55+        1.00        0.00        1.00        0.00        0.00        0.00
1952     12-           .           .           .           .           .           .
1952     13            .           .           .           .           .           .
1952     14            .           .           .           .           .           .
1952     15            .           .           .           .           .           .
1952     16            .           .           .           .           .           .
1952     17            .           .           .           .           .           .
1952     18            .           .           .           .           .           .
1952     19            .           .           .           .           .           .
1952     20            .           .           .           .           .           .
1952     21            .           .           .           .           .           .
1952     22            .           .           .           .           .           .
1952     23            .           .           .           .           .           .
1952     24            .           .           .           .           .           .
1952     25            .           .           .           .           .           .
1952     26            .           .           .           .           .           .
1952     27            .           .           .           .           .           .
1952     28            .           .           .           .           .           .
1952     29            .           .           .           .           .           .
1952     30            .           .           .           .           .           .
1952     31            .           .           .           .           .           .
1952     32      2481.00      515.00      840.00      676.00      303.00      147.00
1952     33      2081.00      411.00      691.00      584.00      239.00      156.00
1952     34      1759.00      336.00      519.00      528.00      228.00      148.00
1952     35      1459.00      275.00      445.00      391.00      208.00      140.00
1952     36      1159.00      191.00      340.00      324.00      175.00      129.00
1952     37       950.00      163.00      253.00      272.00      156.00      106.00
1952     38       721.00      118.00      173.00      200.00      130.00      100.00
1952     39       593.00       82.00      140.00      161.00      107.00      103.00
1952     40       432.00       55.00      116.00      118.00       72.00       71.00
1952     41       291.00       48.00       70.00       69.00       51.00       53.00
1952     42       171.00       25.00       34.00       55.00       22.00       35.00
1952     43       113.00       21.00       24.00       21.00       29.00       18.00
1952     44        43.00        7.00        9.00        9.00       10.00        8.00
1952     45        27.00        4.00        5.00        8.00        5.00        5.00
1952     46        10.00        2.00        3.00        0.00        1.00        4.00
1952     47         1.00        0.00        0.00        0.00        1.00        0.00
1952     48         0.00        0.00        0.00        0.00        0.00        0.00
1952     49         0.00        0.00        0.00        0.00        0.00        0.00
1952     50         1.00        0.00        0.00        0.00        0.00        1.00
1952     51         0.00        0.00        0.00        0.00        0.00        0.00
1952     52         0.00        0.00        0.00        0.00        0.00        0.00
1952     53         1.00        0.00        0.00        1.00        0.00        0.00
1952     54         0.00        0.00        0.00        0.00        0.00        0.00
1952     55+        0.00        0.00        0.00        0.00        0.00        0.00
1953     12-           .           .           .           .           .           .
1953     13            .           .           .           .           .           .
1953     14            .           .           .           .           .           .
1953     15            .           .           .           .           .           .
1953     16            .           .           .           .           .           .
1953     17            .           .           .           .           .           .
1953     18            .           .           .           .           .           .
1953     19            .           .           .           .           .           .
1953     20            .           .           .           .           .           .
1953     21            .           .           .           .           .           .
1953     22            .           .           .           .           .           .
1953     23            .           .           .           .           .           .
1953     24            .           .           .           .           .           .
1953     25            .           .           .           .           .           .
1953     26            .           .           .           .           .           .
1953     27            .           .           .           .           .           .
1953     28            .           .           .           .           .           .
1953     29            .           .           .           .           .           .
1953     30            .           .           .           .           .           .
1953     31      3056.00      695.00     1123.00      776.00      302.00      160.00
1953     32      2604.00      589.00      929.00      636.00      300.00      150.00
1953     33      2039.00      420.00      700.00      550.00      245.00      124.00
1953     34      1850.00      379.00      566.00      503.00      257.00      145.00
1953     35      1533.00      302.00      424.00      443.00      218.00      146.00
1953     36      1246.00      207.00      374.00      366.00      162.00      137.00
1953     37      1003.00      173.00      285.00      291.00      135.00      119.00
1953     38       831.00      135.00      203.00      226.00      153.00      114.00
1953     39       568.00       78.00      137.00      166.00      107.00       80.00
1953     40       416.00       70.00       96.00      110.00       67.00       73.00
1953     41       278.00       38.00       64.00       73.00       43.00       60.00
1953     42       186.00       29.00       41.00       50.00       31.00       35.00
1953     43       111.00        8.00       36.00       25.00       26.00       16.00
1953     44        50.00        5.00       11.00       10.00       14.00       10.00
1953     45        23.00        1.00        2.00        7.00        5.00        8.00
1953     46        13.00        2.00        3.00        1.00        6.00        1.00
1953     47         5.00        0.00        1.00        2.00        0.00        2.00
1953     48         1.00        0.00        0.00        0.00        0.00        1.00
1953     49         2.00        1.00        1.00        0.00        0.00        0.00
1953     50         1.00        0.00        0.00        0.00        0.00        1.00
1953     51         1.00        0.00        0.00        0.00        0.00        1.00
1953     52         1.00        0.00        0.00        0.00        0.00        1.00
1953     53         0.00        0.00        0.00        0.00        0.00        0.00
1953     54         0.00        0.00        0.00        0.00        0.00        0.00
1953     55+        2.00        0.00        1.00        1.00        0.00        0.00
1954     12-           .           .           .           .           .           .
1954     13            .           .           .           .           .           .
1954     14            .           .           .           .           .           .
1954     15            .           .           .           .           .           .
1954     16            .           .           .           .           .           .
1954     17            .           .           .           .           .           .
1954     18            .           .           .           .           .           .
1954     19            .           .           .           .           .           .
1954     20            .           .           .           .           .           .
1954     21            .           .           .           .           .           .
1954     22            .           .           .           .           .           .
1954     23            .           .           .           .           .           .
1954     24            .           .           .           .           .           .
1954     25            .           .           .           .           .           .
1954     26            .           .           .           .           .           .
1954     27            .           .           .           .           .           .
1954     28            .           .           .           .           .           .
1954     29            .           .           .           .           .           .
1954     30      3553.00      946.00     1371.00      854.00      275.00      107.00
1954     31      3010.00      731.00     1140.00      738.00      284.00      117.00
1954     32      2491.00      594.00      903.00      631.00      255.00      108.00
1954     33      2145.00      475.00      704.00      602.00      232.00      132.00
1954     34      1916.00      406.00      596.00      552.00      253.00      109.00
1954     35      1614.00      342.00      498.00      428.00      222.00      124.00
1954     36      1388.00      284.00      429.00      379.00      184.00      112.00
1954     37      1095.00      198.00      349.00      282.00      155.00      111.00
1954     38       825.00      128.00      229.00      227.00      130.00      111.00
1954     39       585.00       91.00      164.00      167.00       88.00       75.00
1954     40       408.00       76.00      112.00      104.00       68.00       48.00
1954     41       290.00       50.00       60.00       82.00       52.00       46.00
1954     42       195.00       26.00       41.00       57.00       36.00       35.00
1954     43        95.00       10.00       18.00       30.00       15.00       22.00
1954     44        74.00       11.00       17.00       12.00       16.00       18.00
1954     45        23.00        1.00        5.00        6.00        4.00        7.00
1954     46        11.00        3.00        1.00        1.00        4.00        2.00
1954     47         8.00        3.00        2.00        1.00        0.00        2.00
1954     48         4.00        1.00        0.00        2.00        0.00        1.00
1954     49         2.00        0.00        0.00        1.00        1.00        0.00
1954     50         1.00        0.00        0.00        0.00        0.00        1.00
1954     51         0.00        0.00        0.00        0.00        0.00        0.00
1954     52         0.00        0.00        0.00        0.00        0.00        0.00
1954     53         0.00        0.00        0.00        0.00        0.00        0.00
1954     54         0.00        0.00        0.00        0.00        0.00        0.00
1954     55+        0.00        0.00        0.00        0.00        0.00        0.00
1955     12-           .           .           .           .           .           .
1955     13            .           .           .           .           .           .
1955     14            .           .           .           .           .           .
1955     15            .           .           .           .           .           .
1955     16            .           .           .           .           .           .
1955     17            .           .           .           .           .           .
1955     18            .           .           .           .           .           .
1955     19            .           .           .           .           .           .
1955     20            .           .           .           .           .           .
1955     21            .           .           .           .           .           .
1955     22            .           .           .           .           .           .
1955     23            .           .           .           .           .           .
1955     24            .           .           .           .           .           .
1955     25            .           .           .           .           .           .
1955     26            .           .           .           .           .           .
1955     27            .           .           .           .           .           .
1955     28            .           .           .           .           .           .
1955     29      4322.00     1237.00     1741.00      948.00      299.00       97.00
1955     30      3772.00     1016.00     1490.00      869.00      282.00      115.00
1955     31      3159.00      805.00     1162.00      745.00      315.00      132.00
1955     32      2792.00      652.00     1019.00      709.00      284.00      128.00
1955     33      2414.00      542.00      848.00      640.00      252.00      132.00
1955     34      2042.00      444.00      673.00      564.00      238.00      123.00
1955     35      1760.00      356.00      582.00      490.00      215.00      117.00
1955     36      1469.00      301.00      463.00      370.00      221.00      114.00
1955     37      1178.00      203.00      326.00      356.00      192.00      101.00
1955     38       903.00      170.00      249.00      248.00      137.00       99.00
1955     39       639.00      118.00      167.00      172.00      106.00       76.00
1955     40       443.00       81.00       99.00      123.00       70.00       70.00
1955     41       330.00       62.00       93.00       89.00       45.00       41.00
1955     42       202.00       31.00       55.00       49.00       32.00       35.00
1955     43       116.00       23.00       27.00       25.00       20.00       21.00
1955     44        60.00        6.00       15.00       15.00       14.00       10.00
1955     45        24.00        1.00        5.00        6.00        2.00       10.00
1955     46        20.00        2.00        2.00        8.00        3.00        5.00
1955     47         6.00        0.00        0.00        1.00        4.00        1.00
1955     48         3.00        0.00        1.00        1.00        0.00        1.00
1955     49         1.00        0.00        0.00        1.00        0.00        0.00
1955     50         3.00        2.00        0.00        0.00        1.00        0.00
1955     51         1.00        1.00        0.00        0.00        0.00        0.00
1955     52         3.00        1.00        0.00        0.00        1.00        1.00
1955     53         1.00        1.00        0.00        0.00        0.00        0.00
1955     54         0.00        0.00        0.00        0.00        0.00        0.00
1955     55+        1.00        1.00        0.00        0.00        0.00        0.00
1956     12-           .           .           .           .           .           .
1956     13            .           .           .           .           .           .
1956     14            .           .           .           .           .           .
1956     15            .           .           .           .           .           .
1956     16            .           .           .           .           .           .
1956     17            .           .           .           .           .           .
1956     18            .           .           .           .           .           .
1956     19            .           .           .           .           .           .
1956     20            .           .           .           .           .           .
1956     21            .           .           .           .           .           .
1956     22            .           .           .           .           .           .
1956     23            .           .           .           .           .           .
1956     24            .           .           .           .           .           .
1956     25            .           .           .           .           .           .
1956     26            .           .           .           .           .           .
1956     27            .           .           .           .           .           .
1956     28      5231.00     1689.00     2201.00      976.00      286.00       79.00
1956     29      4552.00     1388.00     1874.00      911.00      286.00       93.00
1956     30      4036.00     1165.00     1590.00      864.00      312.00      105.00
1956     31      3484.00      906.00     1376.00      816.00      274.00      112.00
1956     32      3044.00      726.00     1145.00      760.00      278.00      135.00
1956     33      2662.00      596.00      951.00      690.00      304.00      121.00
1956     34      2296.00      487.00      744.00      672.00      247.00      146.00
1956     35      1960.00      428.00      612.00      535.00      248.00      137.00
1956     36      1606.00      329.00      513.00      429.00      213.00      122.00
1956     37      1231.00      246.00      349.00      337.00      192.00      107.00
1956     38       989.00      180.00      294.00      276.00      138.00      101.00
1956     39       725.00      145.00      207.00      175.00       98.00      100.00
1956     40       537.00      111.00      123.00      135.00      103.00       65.00
1956     41       325.00       55.00       87.00       77.00       46.00       60.00
1956     42       211.00       37.00       55.00       38.00       49.00       32.00
1956     43       111.00       19.00       23.00       35.00       12.00       22.00
1956     44        90.00       16.00       23.00       14.00       20.00       17.00
1956     45        44.00        8.00        5.00       11.00       10.00       10.00
1956     46        22.00        6.00        5.00        5.00        6.00        0.00
1956     47         2.00        1.00        0.00        0.00        0.00        1.00
1956     48         5.00        3.00        1.00        0.00        0.00        1.00
1956     49         4.00        1.00        1.00        1.00        0.00        1.00
1956     50         1.00        1.00        0.00        0.00        0.00        0.00
1956     51         1.00        0.00        0.00        1.00        0.00        0.00
1956     52         0.00        0.00        0.00        0.00        0.00        0.00
1956     53         0.00        0.00        0.00        0.00        0.00        0.00
1956     54         0.00        0.00        0.00        0.00        0.00        0.00
1956     55+        2.00        1.00        0.00        0.00        0.00        1.00
1957     12-           .           .           .           .           .           .
1957     13            .           .           .           .           .           .
1957     14            .           .           .           .           .           .
1957     15            .           .           .           .           .           .
1957     16            .           .           .           .           .           .
1957     17            .           .           .           .           .           .
1957     18            .           .           .           .           .           .
1957     19            .           .           .           .           .           .
1957     20            .           .           .           .           .           .
1957     21            .           .           .           .           .           .
1957     22            .           .           .           .           .           .
1957     23            .           .           .           .           .           .
1957     24            .           .           .           .           .           .
1957     25            .           .           .           .           .           .
1957     26            .           .           .           .           .           .
1957     27      5836.00     2107.00     2440.00      992.00      229.00       68.00
1957     28      5241.00     1774.00     2172.00      953.00      264.00       78.00
1957     29      4601.00     1488.00     1862.00      886.00      274.00       91.00
1957     30      4148.00     1281.00     1630.00      846.00      288.00      103.00
1957     31      3648.00      979.00     1480.00      809.00      274.00      106.00
1957     32      3245.00      800.00     1225.00      814.00      292.00      114.00
1957     33      2897.00      659.00     1043.00      772.00      306.00      117.00
1957     34      2525.00      527.00      895.00      732.00      256.00      115.00
1957     35      2082.00      443.00      731.00      548.00      230.00      130.00
1957     36      1635.00      320.00      521.00      479.00      209.00      106.00
1957     37      1252.00      247.00      395.00      333.00      184.00       93.00
1957     38       952.00      206.00      279.00      259.00      126.00       82.00
1957     39       736.00      151.00      197.00      192.00      128.00       68.00
1957     40       532.00      106.00      173.00      130.00       71.00       52.00
1957     41       369.00       82.00       97.00       99.00       53.00       38.00
1957     42       199.00       37.00       45.00       41.00       37.00       39.00
1957     43       123.00       20.00       31.00       34.00       23.00       15.00
1957     44        79.00       16.00       14.00       21.00       11.00       17.00
1957     45        39.00        6.00       12.00        8.00        7.00        6.00
1957     46        19.00        0.00        3.00        6.00        5.00        5.00
1957     47         5.00        3.00        0.00        2.00        0.00        0.00
1957     48         0.00        0.00        0.00        0.00        0.00        0.00
1957     49         1.00        1.00        0.00        0.00        0.00        0.00
1957     50         0.00        0.00        0.00        0.00        0.00        0.00
1957     51         2.00        1.00        1.00        0.00        0.00        0.00
1957     52         2.00        0.00        0.00        1.00        1.00        0.00
1957     53         1.00        1.00        0.00        0.00        0.00        0.00
1957     54         1.00        0.00        0.00        0.00        0.00        1.00
1957     55+        4.00        2.00        2.00        0.00        0.00        0.00
1958     12-           .           .           .           .           .           .
1958     13            .           .           .           .           .           .
1958     14            .           .           .           .           .           .
1958     15            .           .           .           .           .           .
1958     16            .           .           .           .           .           .
1958     17            .           .           .           .           .           .
1958     18            .           .           .           .           .           .
1958     19            .           .           .           .           .           .
1958     20            .           .           .           .           .           .
1958     21            .           .           .           .           .           .
1958     22            .           .           .           .           .           .
1958     23            .           .           .           .           .           .
1958     24            .           .           .           .           .           .
1958     25            .           .           .           .           .           .
1958     26      6245.00     2465.00     2671.00      874.00      193.00       42.00
1958     27      5840.00     2218.00     2405.00      904.00      243.00       70.00
1958     28      5227.00     1860.00     2153.00      910.00      230.00       74.00
1958     29      4810.00     1583.00     1974.00      891.00      264.00       98.00
1958     30      4398.00     1343.00     1726.00      955.00      274.00      100.00
1958     31      3743.00     1015.00     1470.00      872.00      281.00      105.00
1958     32      3493.00      859.00     1362.00      847.00      301.00      124.00
1958     33      3150.00      735.00     1168.00      800.00      337.00      110.00
1958     34      2521.00      534.00      938.00      673.00      239.00      137.00
1958     35      2203.00      460.00      744.00      621.00      244.00      134.00
1958     36      1746.00      367.00      576.00      468.00      221.00      114.00
1958     37      1286.00      253.00      409.00      329.00      159.00      136.00
1958     38      1060.00      219.00      325.00      260.00      157.00       99.00
1958     39       743.00      163.00      200.00      194.00      104.00       82.00
1958     40       557.00      113.00      162.00      141.00       81.00       60.00
1958     41       378.00       67.00      104.00       85.00       63.00       59.00
